datetime,temp,atemp,humidity,windspeed,count
2011-01-09 16:00:00,8.200000000000001,8.334999999999999,34.0,30.0026,92
2011-01-09 17:00:00,7.38,7.575,37.0,26.0027,62
2011-01-09 18:00:00,6.5600000000000005,6.819999999999999,40.0,22.0028,48
2011-01-09 19:00:00,6.5600000000000005,6.819999999999999,43.0,22.0028,41
2011-01-09 20:00:00,5.74,6.0600000000000005,46.0,16.997899999999998,38
2011-01-09 21:00:00,5.74,5.305,46.0,27.9993,20
2011-01-09 22:00:00,5.74,6.0600000000000005,46.0,19.9995,15
2011-01-09 23:00:00,4.92,6.819999999999999,50.0,12.998,6
2011-01-10 0:00:00,4.92,6.0600000000000005,50.0,19.0012,5
2011-01-10 1:00:00,4.92,6.0600000000000005,50.0,19.0012,1
2011-01-10 2:00:00,4.92,6.0600000000000005,50.0,15.0013,3
2011-01-10 3:00:00,4.92,6.0600000000000005,50.0,15.0013,1
2011-01-10 4:00:00,4.1000000000000005,6.0600000000000005,54.0,8.9981,3
2011-01-10 5:00:00,4.1000000000000005,5.305,54.0,16.997899999999998,3
2011-01-10 6:00:00,4.92,6.0600000000000005,50.0,19.0012,31
2011-01-10 7:00:00,4.92,6.0600000000000005,50.0,15.0013,77
2011-01-10 8:00:00,4.92,6.0600000000000005,50.0,19.0012,188
2011-01-10 9:00:00,5.74,6.0600000000000005,50.0,16.997899999999998,94
2011-01-10 10:00:00,5.74,6.0600000000000005,50.0,19.9995,31
2011-01-10 11:00:00,6.5600000000000005,6.819999999999999,47.0,19.0012,30
2011-01-10 12:00:00,8.200000000000001,9.09,40.0,19.0012,52
2011-01-10 13:00:00,8.200000000000001,9.09,40.0,19.0012,54
2011-01-10 14:00:00,8.200000000000001,9.85,40.0,15.0013,47
2011-01-10 15:00:00,8.200000000000001,9.85,40.0,15.0013,45
2011-01-10 16:00:00,8.200000000000001,10.605,40.0,8.9981,74
2011-01-10 17:00:00,8.200000000000001,11.365,40.0,7.0015,178
2011-01-10 18:00:00,8.200000000000001,9.85,40.0,15.0013,155
2011-01-10 19:00:00,6.5600000000000005,8.334999999999999,47.0,11.0014,95
2011-01-10 20:00:00,6.5600000000000005,8.334999999999999,50.0,11.0014,74
2011-01-10 21:00:00,5.74,6.819999999999999,59.0,12.998,38
2011-01-10 22:00:00,5.74,7.575,59.0,11.0014,24
2011-01-10 23:00:00,5.74,7.575,59.0,11.0014,18
2011-01-11 0:00:00,5.74,8.334999999999999,59.0,7.0015,12
2011-01-11 1:00:00,5.74,7.575,59.0,11.0014,3
2011-01-11 2:00:00,6.5600000000000005,7.575,55.00000000000001,12.998,3
2011-01-11 5:00:00,6.5600000000000005,9.09,55.00000000000001,8.9981,6
2011-01-11 6:00:00,6.5600000000000005,9.09,55.00000000000001,8.9981,27
2011-01-11 7:00:00,6.5600000000000005,11.365,55.00000000000001,0.0,99
2011-01-11 8:00:00,7.38,10.605,51.0,6.0032,217
2011-01-11 9:00:00,7.38,9.85,51.0,11.0014,130
2011-01-11 10:00:00,8.200000000000001,10.605,51.0,11.0014,54
2011-01-11 11:00:00,8.200000000000001,10.605,47.0,8.9981,35
2011-01-11 12:00:00,8.200000000000001,11.365,51.0,7.0015,57
2011-01-11 13:00:00,8.200000000000001,11.365,59.0,6.0032,52
2011-01-11 14:00:00,8.200000000000001,11.365,59.0,6.0032,63
2011-01-11 15:00:00,6.5600000000000005,9.85,80.0,6.0032,47
2011-01-11 16:00:00,6.5600000000000005,7.575,86.0,15.0013,76
2011-01-11 17:00:00,6.5600000000000005,7.575,86.0,15.0013,136
2011-01-11 18:00:00,6.5600000000000005,9.09,93.0,7.0015,95
2011-01-11 19:00:00,6.5600000000000005,11.365,93.0,0.0,51
2011-01-11 20:00:00,6.5600000000000005,7.575,93.0,12.998,32
2011-01-11 21:00:00,6.5600000000000005,9.85,86.0,6.0032,20
2011-01-11 22:00:00,6.5600000000000005,9.09,93.0,7.0015,29
2011-01-11 23:00:00,6.5600000000000005,9.85,93.0,6.0032,19
2011-01-12 0:00:00,6.5600000000000005,9.85,86.0,6.0032,7
2011-01-12 1:00:00,6.5600000000000005,9.09,86.0,7.0015,6
2011-01-12 2:00:00,5.74,7.575,86.0,8.9981,1
2011-01-12 5:00:00,5.74,7.575,86.0,11.0014,5
2011-01-12 6:00:00,4.92,7.575,93.0,8.9981,16
2011-01-12 7:00:00,5.74,7.575,69.0,8.9981,54
2011-01-12 8:00:00,6.5600000000000005,8.334999999999999,59.0,11.0014,128
2011-01-12 9:00:00,6.5600000000000005,6.819999999999999,59.0,22.0028,81
2011-01-12 10:00:00,7.38,9.09,55.00000000000001,15.0013,39
2011-01-12 11:00:00,8.200000000000001,9.09,51.0,26.0027,35
2011-01-12 12:00:00,8.200000000000001,7.575,47.0,39.0007,55
2011-01-12 13:00:00,9.02,9.85,44.0,23.9994,49
2011-01-12 14:00:00,8.200000000000001,9.09,47.0,22.0028,44
2011-01-12 15:00:00,8.200000000000001,8.334999999999999,47.0,27.9993,49
2011-01-12 16:00:00,9.02,9.85,44.0,22.0028,68
2011-01-12 17:00:00,8.200000000000001,9.09,47.0,23.9994,139
2011-01-12 18:00:00,8.200000000000001,7.575,47.0,35.0008,137
2011-01-12 19:00:00,7.38,7.575,47.0,27.9993,83
2011-01-12 20:00:00,6.5600000000000005,6.819999999999999,50.0,22.0028,56
2011-01-12 21:00:00,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,57
2011-01-12 22:00:00,6.5600000000000005,6.0600000000000005,55.00000000000001,30.0026,33
2011-01-12 23:00:00,5.74,5.305,59.0,27.9993,20
2011-01-13 0:00:00,5.74,6.0600000000000005,59.0,19.0012,7
2011-01-13 1:00:00,5.74,6.0600000000000005,50.0,19.0012,2
2011-01-13 2:00:00,5.74,6.0600000000000005,50.0,23.9994,2
2011-01-13 3:00:00,5.74,6.0600000000000005,50.0,22.0028,3
2011-01-13 4:00:00,5.74,6.0600000000000005,50.0,16.997899999999998,4
2011-01-13 5:00:00,5.74,6.0600000000000005,50.0,19.9995,3
2011-01-13 6:00:00,4.92,7.575,54.0,8.9981,28
2011-01-13 7:00:00,4.92,7.575,54.0,8.9981,72
2011-01-13 8:00:00,5.74,6.819999999999999,50.0,12.998,202
2011-01-13 9:00:00,5.74,6.0600000000000005,50.0,22.0028,139
2011-01-13 10:00:00,6.5600000000000005,6.819999999999999,50.0,23.9994,38
2011-01-13 11:00:00,8.200000000000001,8.334999999999999,44.0,30.0026,37
2011-01-13 12:00:00,8.200000000000001,8.334999999999999,44.0,27.9993,52
2011-01-13 13:00:00,9.02,9.85,41.0,30.0026,83
2011-01-13 14:00:00,9.02,9.85,41.0,26.0027,42
2011-01-13 15:00:00,9.84,10.605,38.0,19.9995,60
2011-01-13 16:00:00,9.84,10.605,38.0,23.9994,78
2011-01-13 17:00:00,8.200000000000001,9.09,40.0,19.0012,162
2011-01-13 18:00:00,8.200000000000001,9.09,40.0,22.0028,144
2011-01-13 19:00:00,6.5600000000000005,7.575,47.0,16.997899999999998,99
2011-01-13 20:00:00,6.5600000000000005,7.575,47.0,15.0013,64
2011-01-13 21:00:00,5.74,6.0600000000000005,46.0,19.9995,40
2011-01-13 22:00:00,5.74,6.0600000000000005,46.0,22.0028,30
2011-01-13 23:00:00,4.92,6.819999999999999,50.0,12.998,15
2011-01-14 0:00:00,4.92,6.819999999999999,50.0,12.998,14
2011-01-14 1:00:00,4.1000000000000005,6.0600000000000005,54.0,11.0014,5
2011-01-14 2:00:00,4.1000000000000005,6.0600000000000005,54.0,8.9981,1
2011-01-14 3:00:00,4.1000000000000005,6.819999999999999,54.0,7.0015,1
2011-01-14 5:00:00,4.1000000000000005,6.819999999999999,54.0,6.0032,8
2011-01-14 6:00:00,4.1000000000000005,9.09,54.0,0.0,17
2011-01-14 7:00:00,4.1000000000000005,6.0600000000000005,74.0,11.0014,70
2011-01-14 8:00:00,4.92,8.334999999999999,68.0,0.0,158
2011-01-14 9:00:00,5.74,7.575,69.0,8.9981,117
2011-01-14 10:00:00,7.38,9.09,55.00000000000001,12.998,44
2011-01-14 11:00:00,7.38,8.334999999999999,51.0,19.0012,53
2011-01-14 12:00:00,8.200000000000001,9.85,44.0,16.997899999999998,61
2011-01-14 13:00:00,9.02,9.85,37.0,26.0027,77
2011-01-14 14:00:00,9.02,10.605,41.0,19.0012,64
2011-01-14 15:00:00,9.84,12.12,38.0,11.0014,68
2011-01-14 16:00:00,9.02,12.12,41.0,7.0015,90
2011-01-14 17:00:00,9.02,11.365,41.0,11.0014,159
2011-01-14 18:00:00,8.200000000000001,12.88,47.0,0.0,139
2011-01-14 19:00:00,6.5600000000000005,9.85,59.0,6.0032,92
2011-01-14 20:00:00,7.38,12.12,59.0,0.0,68
2011-01-14 21:00:00,6.5600000000000005,11.365,69.0,0.0,52
2011-01-14 22:00:00,6.5600000000000005,11.365,69.0,0.0,36
2011-01-14 23:00:00,7.38,12.12,55.00000000000001,0.0,27
2011-01-15 0:00:00,7.38,12.12,55.00000000000001,0.0,28
2011-01-15 1:00:00,6.5600000000000005,9.85,59.0,6.0032,20
2011-01-15 2:00:00,6.5600000000000005,9.85,59.0,6.0032,12
2011-01-15 3:00:00,6.5600000000000005,11.365,59.0,0.0,8
2011-01-15 4:00:00,6.5600000000000005,11.365,59.0,0.0,5
2011-01-15 5:00:00,6.5600000000000005,11.365,59.0,0.0,1
2011-01-15 6:00:00,5.74,8.334999999999999,63.0,7.0015,3
2011-01-15 7:00:00,5.74,10.605,63.0,0.0,10
2011-01-15 8:00:00,5.74,7.575,63.0,8.9981,23
2011-01-15 9:00:00,6.5600000000000005,9.09,64.0,8.9981,33
2011-01-15 10:00:00,7.38,9.85,59.0,11.0014,59
2011-01-15 11:00:00,8.200000000000001,9.85,55.00000000000001,15.0013,72
2011-01-15 12:00:00,9.84,11.365,48.0,15.0013,89
2011-01-15 13:00:00,11.48,12.88,38.0,19.9995,101
2011-01-15 14:00:00,12.3,14.395,39.0,19.0012,118
2011-01-15 15:00:00,13.12,15.909999999999998,36.0,12.998,129
2011-01-15 16:00:00,13.94,16.665,34.0,12.998,128
2011-01-15 17:00:00,13.12,15.15,36.0,19.0012,83
2011-01-15 18:00:00,12.3,14.395,45.0,16.997899999999998,84
2011-01-15 19:00:00,13.12,15.15,39.0,16.997899999999998,74
2011-01-15 20:00:00,13.12,15.15,39.0,16.997899999999998,41
2011-01-15 21:00:00,13.12,15.15,39.0,15.0013,57
2011-01-15 22:00:00,12.3,15.909999999999998,42.0,7.0015,26
2011-01-15 23:00:00,12.3,14.395,45.0,19.0012,44
2011-01-16 0:00:00,10.66,15.15,56.00000000000001,0.0,39
2011-01-16 1:00:00,10.66,13.635,56.00000000000001,8.9981,23
2011-01-16 2:00:00,10.66,14.395,56.00000000000001,6.0032,16
2011-01-16 3:00:00,9.02,13.635,69.0,0.0,15
2011-01-16 4:00:00,10.66,12.88,56.00000000000001,11.0014,1
2011-01-16 5:00:00,10.66,12.88,56.00000000000001,11.0014,2
2011-01-16 6:00:00,10.66,12.88,56.00000000000001,11.0014,1
2011-01-16 7:00:00,9.84,10.605,56.00000000000001,19.9995,3
2011-01-16 8:00:00,9.02,10.605,55.00000000000001,19.0012,18
2011-01-16 9:00:00,9.02,10.605,51.0,16.997899999999998,32
2011-01-16 10:00:00,9.02,10.605,51.0,19.0012,79
2011-01-16 11:00:00,9.84,11.365,44.0,16.997899999999998,93
2011-01-16 12:00:00,9.84,10.605,41.0,19.0012,104
2011-01-16 13:00:00,10.66,11.365,35.0,19.9995,118
2011-01-16 14:00:00,11.48,13.635,36.0,16.997899999999998,91
2011-01-16 15:00:00,10.66,12.12,38.0,16.997899999999998,113
2011-01-16 16:00:00,9.84,11.365,38.0,15.0013,99
2011-01-16 17:00:00,9.02,10.605,37.0,16.997899999999998,105
2011-01-16 18:00:00,8.200000000000001,10.605,40.0,11.0014,67
2011-01-16 19:00:00,7.38,9.85,47.0,8.9981,61
2011-01-16 20:00:00,7.38,9.85,47.0,11.0014,57
2011-01-16 21:00:00,7.38,9.85,51.0,11.0014,28
2011-01-16 22:00:00,8.200000000000001,10.605,49.0,8.9981,21
2011-01-16 23:00:00,8.200000000000001,11.365,40.0,7.0015,18
2011-01-17 0:00:00,8.200000000000001,9.85,47.0,15.0013,17
2011-01-17 1:00:00,8.200000000000001,9.85,44.0,12.998,16
2011-01-17 2:00:00,7.38,8.334999999999999,43.0,16.997899999999998,8
2011-01-17 3:00:00,7.38,9.09,43.0,12.998,2
2011-01-17 4:00:00,7.38,9.85,43.0,8.9981,3
2011-01-17 5:00:00,7.38,9.85,43.0,11.0014,1
2011-01-17 6:00:00,7.38,9.09,43.0,12.998,5
2011-01-17 7:00:00,6.5600000000000005,9.09,50.0,8.9981,13
2011-01-17 8:00:00,6.5600000000000005,7.575,47.0,15.0013,33
2011-01-17 9:00:00,6.5600000000000005,7.575,47.0,15.0013,47
2011-01-17 10:00:00,6.5600000000000005,7.575,50.0,16.997899999999998,57
2011-01-17 11:00:00,6.5600000000000005,7.575,55.00000000000001,12.998,64
2011-01-17 12:00:00,7.38,9.85,47.0,8.9981,80
2011-01-17 13:00:00,7.38,9.85,47.0,8.9981,93
2011-01-17 14:00:00,7.38,10.605,43.0,7.0015,86
2011-01-17 15:00:00,8.200000000000001,10.605,47.0,11.0014,93
2011-01-17 16:00:00,8.200000000000001,10.605,47.0,11.0014,82
2011-01-17 17:00:00,8.200000000000001,9.85,51.0,12.998,71
2011-01-17 18:00:00,7.38,8.334999999999999,55.00000000000001,16.997899999999998,92
2011-01-17 19:00:00,7.38,9.09,59.0,12.998,60
2011-01-17 20:00:00,6.5600000000000005,7.575,80.0,12.998,33
2011-01-17 21:00:00,6.5600000000000005,7.575,80.0,12.998,27
2011-01-17 22:00:00,5.74,6.0600000000000005,93.0,16.997899999999998,13
2011-01-17 23:00:00,6.5600000000000005,6.819999999999999,86.0,19.0012,4
